"","zones","regions","Date","Population résidente par zone","Taux d'urbanisation","Repartition des ménages par zones","Taille des ménages"
"829","Région","Fatick",2013,NA,15.466158635595,NA,NA
"830","Région","Fatick",2014,NA,16.2999483380724,NA,NA
"831","Région","Fatick",2015,NA,16.4999803074661,NA,NA
"832","Région","Fatick",2016,NA,16.7000830963689,NA,NA
"833","Région","Fatick",2017,NA,16.9000286401579,NA,NA
"834","Région","Fatick",2018,NA,17.099967431124,NA,NA
"835","Région","Kaffrine",2008,NA,12.0426253348496,NA,NA
"836","Région","Kaffrine",2009,NA,12.607708223427,NA,NA
"837","Région","Kaffrine",2010,NA,13.1994049539245,NA,NA
"838","Région","Kaffrine",2011,NA,13.8186838137794,NA,NA
"839","Région","Kaffrine",2012,NA,14.4671558976195,NA,NA
"840","Région","Kaffrine",2013,NA,15.1460690803398,NA,NA
"841","Région","Kaffrine",2014,NA,16.1999571389209,NA,NA
"842","Région","Kaffrine",2015,NA,16.6000150909228,NA,NA
"843","Région","Kaffrine",2016,NA,16.9999873422528,NA,NA
"844","Région","Kaffrine",2017,NA,17.4000183172549,NA,NA
"845","Région","Kaffrine",2018,NA,17.8000014728517,NA,NA
"846","Région","Kaolack",2000,NA,23.2887561268555,NA,NA
"847","Région","Kaolack",2001,NA,23.3131447498566,NA,NA
"848","Région","Kaolack",2002,NA,23.3375350284012,NA,NA
"849","Région","Kaolack",2003,NA,23.6118880632801,NA,NA
"850","Région","Kaolack",2004,NA,23.7907285559937,NA,NA
"851","Région","Kaolack",2005,NA,23.9709322763967,NA,NA
"852","Région","Kaolack",2006,NA,24.1524672117422,NA,NA
"853","Région","Kaolack",2007,NA,24.3353764972257,NA,NA
"854","Région","Kaolack",2008,NA,39.1226922710277,NA,NA
"855","Région","Kaolack",2009,NA,38.316736988735,NA,NA
"856","Région","Kaolack",2010,NA,37.5272654688699,NA,NA
"857","Région","Kaolack",2011,NA,36.7541768844682,NA,NA
"858","Région","Kaolack",2012,NA,35.9969247771665,NA,NA
"859","Région","Kaolack",2013,NA,35.2553662026799,NA,NA
"860","Région","Kaolack",2014,NA,35.8999825384281,NA,NA
"861","Région","Kaolack",2015,NA,36.2999874713211,NA,NA
"862","Région","Kaolack",2016,NA,36.6999925014499,NA,NA
"863","Région","Kaolack",2017,NA,37.0999867459943,NA,NA
"864","Région","Kaolack",2018,NA,37.5,NA,NA
"865","Région","Kédougou",2008,NA,16.9239784167392,NA,NA
"866","Région","Kédougou",2009,NA,18.267046563366,NA,NA
"867","Région","Kédougou",2010,NA,19.7169811320755,NA,NA
"868","Région","Kédougou",2011,NA,21.2816075032137,NA,NA
"869","Région","Kédougou",2012,NA,22.9707389651182,NA,NA
"870","Région","Kédougou",2013,NA,24.7943603533368,NA,NA
"871","Région","Kédougou",2014,NA,25.9996674171101,NA,NA
"872","Région","Kédougou",2015,NA,26.2002191502665,NA,NA
"873","Région","Kédougou",2016,NA,26.4997873067037,NA,NA
"874","Région","Kédougou",2017,NA,26.7998979603669,NA,NA
"875","Région","Kédougou",2018,NA,27.0000560946878,NA,NA
"876","Région","Kolda",2000,NA,12.9851688431749,NA,NA
"877","Région","Kolda",2001,NA,13.2167803285829,NA,NA
"878","Région","Kolda",2002,NA,13.4525187231325,NA,NA
"879","Région","Kolda",2003,NA,13.778135770862,NA,NA
"880","Région","Kolda",2004,NA,13.9945269923127,NA,NA
"881","Région","Kolda",2005,NA,14.2143177756967,NA,NA
"882","Région","Kolda",2006,NA,14.4375554387922,NA,NA
"883","Région","Kolda",2007,NA,14.6642583862542,NA,NA
"884","Région","Kolda",2008,NA,24.4886486032081,NA,NA
"885","Région","Kolda",2009,NA,24.7083524591557,NA,NA
"886","Région","Kolda",2010,NA,24.930027460921,NA,NA
"887","Région","Kolda",2011,NA,25.1537093699438,NA,NA
"888","Région","Kolda",2012,NA,25.3794752892036,NA,NA
"889","Région","Kolda",2013,NA,25.6073242710826,NA,NA
"890","Région","Kolda",2014,NA,26.4999919435993,NA,NA
"891","Région","Kolda",2015,NA,27.0000028418214,NA,NA
"892","Région","Kolda",2016,NA,27.4000294892165,NA,NA
"893","Région","Kolda",2017,NA,27.9000228471871,NA,NA
"894","Région","Kolda",2018,NA,28.3999051903123,NA,NA
"895","Région","Louga",2000,NA,17.8440442832259,NA,NA
"896","Région","Louga",2001,NA,18.1073707490392,NA,NA
"897","Région","Louga",2002,NA,18.3746663044249,NA,NA
"898","Région","Louga",2003,NA,18.7389388807514,NA,NA
"899","Région","Louga",2004,NA,19.0156778868532,NA,NA
"900","Région","Louga",2005,NA,19.2964831026758,NA,NA
"901","Région","Louga",2006,NA,19.5814988032461,NA,NA
"902","Région","Louga",2007,NA,19.8707253583341,NA,NA
"903","Région","Louga",2008,NA,20.1642151988864,NA,NA
"904","Région","Louga",2009,NA,20.4620143414026,NA,NA
"905","Région","Louga",2010,NA,20.7642358315657,NA,NA
"906","Région","Louga",2011,NA,21.070955085851,NA,NA
"907","Région","Louga",2012,NA,21.382121053223,NA,NA
"908","Région","Louga",2013,NA,21.6979545706726,NA,NA
"909","Région","Louga",2014,NA,22.299998553516,NA,NA
"910","Région","Louga",2015,NA,22.60005129587,NA,NA
"911","Région","Louga",2016,NA,22.8999864224961,NA,NA
"912","Région","Louga",2017,NA,23.0999554707054,NA,NA
"913","Région","Louga",2018,NA,23.4000165272635,NA,NA
"914","Région","Matam",2002,NA,13.7472963697646,NA,NA
"915","Région","Matam",2003,NA,14.5549157583354,NA,NA
"916","Région","Matam",2004,NA,15.1194143547425,NA,NA
"917","Région","Matam",2005,NA,15.7056922326376,NA,NA
"918","Région","Matam",2006,NA,16.3148652637077,NA,NA
"919","Région","Matam",2007,NA,16.9476157452931,NA,NA
"920","Région","Matam",2008,NA,17.6048066133316,NA,NA
"921","Région","Matam",2009,NA,18.2874446847152,NA,NA
"922","Région","Matam",2010,NA,18.9965642858376,NA,NA
"923","Région","Matam",2011,NA,19.7332665034571,NA,NA
"924","Région","Matam",2012,NA,20.4985796024346,NA,NA
"925","Région","Matam",2013,NA,21.2934569869822,NA,NA
"926","Région","Matam",2014,NA,22.9000006843175,NA,NA
"927","Région","Matam",2015,NA,23.6000316190953,NA,NA
"928","Région","Matam",2016,NA,24.4000742029133,NA,NA
"929","Région","Matam",2017,NA,25.1999676326489,NA,NA
"930","Région","Matam",2018,NA,25.8999597109777,NA,NA
"931","Région","Saint-Louis",2000,NA,35.1974862356321,NA,NA
"932","Région","Saint-Louis",2001,NA,35.959332103337,NA,NA
"933","Région","Saint-Louis",2002,NA,36.7376758434439,NA,NA
"934","Région","Saint-Louis",2003,NA,37.6822292194258,NA,NA
"935","Région","Saint-Louis",2004,NA,38.3851504060094,NA,NA
"936","Région","Saint-Louis",2005,NA,39.1011712827521,NA,NA
"937","Région","Saint-Louis",2006,NA,39.8304797688313,NA,NA
"938","Région","Saint-Louis",2007,NA,40.5734160795585,NA,NA
"939","Région","Saint-Louis",2008,NA,41.3302547296291,NA,NA
"940","Région","Saint-Louis",2009,NA,42.1011814601636,NA,NA
"941","Région","Saint-Louis",2010,NA,42.8865618431527,NA,NA
"942","Région","Saint-Louis",2011,NA,43.6865896534405,NA,NA
"943","Région","Saint-Louis",2012,NA,44.5014116573026,NA,NA
"944","Région","Saint-Louis",2013,NA,45.33149529893,NA,NA
"945","Région","Saint-Louis",2014,NA,46.2999866005628,NA,NA
"946","Région","Saint-Louis",2015,NA,46.8999582289056,NA,NA
"947","Région","Saint-Louis",2016,NA,47.5000279747027,NA,NA
"948","Région","Saint-Louis",2017,NA,48.1000190255735,NA,NA
"949","Région","Saint-Louis",2018,NA,48.7000075289139,NA,NA
"950","Région","Sédhiou",2008,NA,15.7022256708443,NA,NA
"951","Région","Sédhiou",2009,NA,16.3480861129006,NA,NA
"952","Région","Sédhiou",2010,NA,17.0205005600474,NA,NA
"953","Région","Sédhiou",2011,NA,17.7206646257046,NA,NA
"954","Région","Sédhiou",2012,NA,18.4496145008129,NA,NA
"955","Région","Sédhiou",2013,NA,19.2086429400831,NA,NA
"956","Région","Sédhiou",2014,NA,20.4999807732569,NA,NA
"957","Région","Sédhiou",2015,NA,20.9999421210167,NA,NA
"958","Région","Sédhiou",2016,NA,21.3998608178153,NA,NA
"959","Région","Sédhiou",2017,NA,21.8999025175236,NA,NA
"960","Région","Sédhiou",2018,NA,22.3999072297224,NA,NA
"961","Région","Tambacounda",2000,NA,16.7220096918493,NA,NA
"962","Région","Tambacounda",2001,NA,16.8026659339955,NA,NA
"963","Région","Tambacounda",2002,NA,16.8837653278508,NA,NA
"964","Région","Tambacounda",2003,NA,17.145489740816,NA,NA
"965","Région","Tambacounda",2004,NA,17.2593643395586,NA,NA
"966","Région","Tambacounda",2005,NA,17.3739046604628,NA,NA
"967","Région","Tambacounda",2006,NA,17.4892414135386,NA,NA
"968","Région","Tambacounda",2007,NA,17.6053110674135,NA,NA
"969","Région","Tambacounda",2008,NA,21.5746081402548,NA,NA
"970","Région","Tambacounda",2009,NA,21.9829422605893,NA,NA
"971","Région","Tambacounda",2010,NA,22.399066139104,NA,NA
"972","Région","Tambacounda",2011,NA,22.8230328481005,NA,NA
"973","Région","Tambacounda",2012,NA,23.2551238337892,NA,NA
"974","Région","Tambacounda",2013,NA,23.6953809572735,NA,NA
"975","Région","Tambacounda",2014,NA,24.2000238164095,NA,NA
"976","Région","Tambacounda",2015,NA,24.4000470927097,NA,NA
"977","Région","Tambacounda",2016,NA,24.7000356864352,NA,NA
"978","Région","Tambacounda",2017,NA,25,NA,NA
"979","Région","Tambacounda",2018,NA,25.3000016008295,NA,NA
"980","Région","Thiès",2000,NA,41.322660870324,NA,NA
"981","Région","Thiès",2001,NA,41.9848977695167,NA,NA
"982","Région","Thiès",2002,NA,42.6577920865219,NA,NA
"983","Région","Thiès",2003,NA,43.3492153883701,NA,NA
"984","Région","Thiès",2004,NA,43.8614073969982,NA,NA
"985","Région","Thiès",2005,NA,44.3796467740133,NA,NA
"986","Région","Thiès",2006,NA,44.9040019568546,NA,NA
"987","Région","Thiès",2007,NA,45.4345647250085,NA,NA
"988","Région","Thiès",2008,NA,45.9713934949837,NA,NA
"989","Région","Thiès",2009,NA,46.5145645946845,NA,NA
"990","Région","Thiès",2010,NA,47.0641735126538,NA,NA
"991","Région","Thiès",2011,NA,47.6203009426736,NA,NA
"992","Région","Thiès",2012,NA,48.1830076321146,NA,NA
"993","Région","Thiès",2013,NA,48.7522807770742,NA,NA
"994","Région","Thiès",2014,NA,49.4999907526575,NA,NA
"995","Région","Thiès",2015,NA,50.1000094743032,NA,NA
"996","Région","Thiès",2016,NA,50.600010610085,NA,NA
"997","Région","Thiès",2017,NA,51.2000028069655,NA,NA
"998","Région","Thiès",2018,NA,51.7000005854333,NA,NA
"999","Région","Ziguinchor",2000,NA,45.5,NA,NA
"1000","Région","Ziguinchor",2001,NA,46.2,NA,NA
"1001","Région","Ziguinchor",2002,NA,46.9,NA,NA
"1002","Région","Ziguinchor",2003,NA,46.8,NA,NA
"1003","Région","Ziguinchor",2004,NA,46.7,NA,NA
"1004","Région","Ziguinchor",2005,NA,46.6,NA,NA
"1005","Région","Ziguinchor",2006,NA,46.5,NA,NA
"1006","Région","Ziguinchor",2007,NA,46.5,NA,NA
"1007","Région","Ziguinchor",2008,NA,46.4,NA,NA
"1008","Région","Ziguinchor",2009,NA,46.3,NA,NA
"1009","Région","Ziguinchor",2010,NA,46.2,NA,NA
"1010","Région","Ziguinchor",2011,NA,46.1,NA,NA
"1011","Région","Ziguinchor",2012,NA,46,NA,NA
"1012","Région","Ziguinchor",2013,NA,45.9,NA,NA
"1013","Région","Ziguinchor",2014,NA,46.4,NA,NA
"1014","Région","Ziguinchor",2015,NA,46.9,NA,NA
"1015","Région","Ziguinchor",2016,NA,47.3,NA,NA
"1016","Région","Ziguinchor",2017,NA,47.8,NA,NA
"1017","Région","Ziguinchor",2018,NA,48.2,NA,NA
